#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
CallGenome		workflow	0	0	0	0			CallWorkflow
callGenomeSegment_chromId_003_12_0000	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:1-11106276 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0000.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0000.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0000.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0000	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0000		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0000.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0000.vcf"
callGenomeSegment_chromId_003_12_0001	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:11106277-22212552 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0001.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0001.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0001.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0001	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0001		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0001.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0001.vcf"
callGenomeSegment_chromId_003_12_0002	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:22212553-33318828 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0002.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0002.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0002.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0002	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0002		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0002.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0002.vcf"
callGenomeSegment_chromId_003_12_0003	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:33318829-44425104 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0003.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0003.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0003.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0003	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0003		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0003.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0003.vcf"
callGenomeSegment_chromId_003_12_0004	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:44425105-55531380 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0004.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0004.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0004.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0004	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0004		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0004.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0004.vcf"
callGenomeSegment_chromId_003_12_0005	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:55531381-66637656 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0005.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0005.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0005.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0005	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0005		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0005.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0005.vcf"
callGenomeSegment_chromId_003_12_0006	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:66637657-77743932 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0006.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0006.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0006.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0006	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0006		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0006.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0006.vcf"
callGenomeSegment_chromId_003_12_0007	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:77743933-88850208 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0007.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0007.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0007.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0007	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0007		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0007.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0007.vcf"
callGenomeSegment_chromId_003_12_0008	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:88850209-99956484 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0008.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0008.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0008.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0008	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0008		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0008.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0008.vcf"
callGenomeSegment_chromId_003_12_0009	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:99956485-111062759 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0009.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0009.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0009.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0009	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0009		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0009.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0009.vcf"
callGenomeSegment_chromId_003_12_0010	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:111062760-122169034 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0010.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0010.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0010.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0010	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0010		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0010.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0010.vcf"
